Date,Close,High,Low,Open,Volume,Daily_Return,Norm_Close,Rolling_Std,Rolling_Ann_Vol,SMA_20,SMA_50,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_High,BB_Low,BB_Mid,BB_Width,Volatility_20,SMA20_Signal,RSI_Signal,MA_Cross,Future_Close,signal,MACD_Crossover,Combined_Signal
2010-03-16,6.589499950408936,6.614500045776367,6.525000095367432,6.561999797821045,82650000.0,0.0050331720554879,0.9842419389772382,0.0155354807861206,0.2466181119473844,6.236599946022034,6.21459997177124,6.442652632053632,6.304294063163741,64.6445019736077,0.13835856888989,1,0.0509005247513135,6.831822832387078,5.64137705965699,6.236599946022034,19.088057323436384,0.0157162596749758,1,0,1,-0.01919722750614139,1,-1,2
2010-03-17,6.566999912261963,6.634500026702881,6.560999870300293,6.620500087738037,87176000.0,-0.0034145289196909,0.9808812164126276,0.0154809562318464,0.2457525614816482,6.274174952507019,6.212039966583252,6.461782982854913,6.323753755689536,63.20421419003348,0.1380292271653775,1,0.0404569464214408,6.852975883750609,5.695374021263429,6.274174952507019,18.45026431761563,0.0154117019631673,1,0,1,-0.025125622667504066,1,-1,2
2010-03-18,6.638000011444092,6.642499923706055,6.521999835968018,6.551000118255615,100426000.0,0.0108116491747711,0.9914861600066038,0.0155137225504378,0.2462727106638791,6.310874962806702,6.210109968185424,6.488893294945556,6.347031256115799,65.79409153502647,0.1418620388297569,1,0.0354318064686561,6.8841905493617,5.7375593762517045,6.310874962806702,18.1691315367155,0.0153072305632458,1,0,1,0.01483877293809055,1,-1,2
2010-03-19,6.517499923706055,6.685500144958496,6.482999801635742,6.685500144958496,178100000.0,-0.0181530713362898,0.97348764101506,0.0150173802359913,0.2383935206887767,6.342949962615966,6.208209962844848,6.493294314754864,6.359658564826189,58.29474208916001,0.1336357499286746,1,0.0217644140540591,6.886356858934171,5.799543066297762,6.342949962615966,17.134200948168672,0.0160763029448807,1,0,1,0.036133465533251474,1,-1,2
2010-03-22,6.523499965667725,6.547999858856201,6.432000160217285,6.510000228881836,107668000.0,0.000920604838037,0.9743838384471476,0.0149403933587224,0.2371713918999635,6.374099969863892,6.208679962158203,6.497941337972227,6.371794964888525,58.54809900069549,0.126146373083702,1,0.0114200297672691,6.882801255753499,5.865398683974284,6.374099969863892,15.961509492938497,0.0161048756700106,1,0,1,0.03564038898100108,1,-1,2
2010-03-23,6.4629998207092285,6.546999931335449,6.403500080108643,6.54449987411499,84262000.0,-0.0092741849125316,0.9653472225536064,0.015049980061567,0.2389110268763214,6.404149961471558,6.204419956207276,6.492565719931766,6.378550880134504,54.92485427040177,0.114014839797262,1,-0.0005692028153366,6.856141497684566,5.95215842525855,6.404149961471558,14.115582518593875,0.0162211111917848,1,0,1,0.05663007668719233,2,-1,2
2010-03-24,6.401999950408936,6.46999979019165,6.360000133514404,6.432000160217285,93928000.0,-0.0094383215213517,0.9562359650874016,0.0151731601455211,0.240866450088034,6.424949955940247,6.202149953842163,6.478632524620561,6.380287848302981,51.46652085233704,0.0983446763175805,1,-0.0129914930360144,6.834335894134422,6.015564017746072,6.424949955940247,12.743630409624393,0.0160607944284035,0,0,1,0.060371740821349995,2,-1,2
2010-03-25,6.736499786376953,6.8454999923706055,6.401999950408936,6.456999778747559,324192000.0,0.0522492718773999,1.0061985980062012,0.0175528120987338,0.2786422537385732,6.466274952888488,6.20952995300293,6.518304411044622,6.406673917789942,64.62147527833534,0.1116304932546796,1,0.0002354591208676,6.822847191592564,6.1097027141844125,6.466274952888488,11.028675436846216,0.0189267178513569,1,0,1,-0.021672962677519392,1,-1,2
2010-03-26,6.752999782562256,6.849500179290772,6.688000202178955,6.744999885559082,131314000.0,0.0024493426421048,1.0086631231387235,0.0172040772208894,0.2731062591769483,6.507924938201905,6.215479946136474,6.554411391278104,6.432327685550854,65.12364626194733,0.1220837057272499,1,0.0085509372747503,6.785348538024666,6.230501338379144,6.507924938201905,8.52571602952173,0.0189168581360418,1,0,1,-0.026432652804142198,1,-1,2
2010-03-29,6.75600004196167,6.831500053405762,6.71649980545044,6.768499851226807,92538000.0,0.0004442854281088,1.009111257466205,0.017158037493646,0.2723754011646574,6.534374928474426,6.223249950408936,6.585425029844807,6.456303415655359,65.22031747177813,0.1291216141894473,1,0.0124710765895582,6.800250763431346,6.268499093517506,6.534374928474426,8.137758786944712,0.0156845100543447,1,0,1,0.0032563404131700224,1,-1,2
2010-03-30,6.828999996185303,6.9095001220703125,6.76800012588501,6.787000179290772,123854000.0,0.0108052033407679,1.0200149097965854,0.0166815920391423,0.2648120640492322,6.561999917030335,6.232689952850341,6.622898101589498,6.483910569768688,67.57531427240197,0.1389875318208098,1,0.0178695953767365,6.829765324087392,6.294234509973277,6.561999917030335,8.161091449029941,0.015733366521761,1,0,1,-0.012520100093209807,1,-1,2
2010-03-31,6.78849983215332,6.840000152587891,6.723999977111816,6.800000190734863,92012000.0,-0.0059306141535518,1.0139655949357118,0.0165580503313036,0.2628509002363201,6.586699914932251,6.240849952697754,6.648375290907008,6.506472737352735,64.9477828653558,0.1419025535542735,1,0.0166276936881601,6.842056805086433,6.331343024778069,6.586699914932251,7.753712586033572,0.0158989129872934,1,0,1,0.038226417193644835,1,-1,2
2010-04-01,6.590499877929688,6.825500011444092,6.559000015258789,6.789999961853027,175716000.0,-0.0291669675361583,0.9843912933454404,0.0175919671940514,0.2792638216072006,6.594899916648865,6.246879949569702,6.63947138121819,6.512696969988065,53.91125899690474,0.1267744112301247,1,0.0011996410912091,6.839457183171911,6.350342650125819,6.594899916648865,7.416557328054651,0.0169819445721935,0,0,1,0.06259007848766518,2,-1,2
2010-04-05,6.57450008392334,6.686999797821045,6.539000034332275,6.642499923706055,116330000.0,-0.0024277056828312,0.982001481008456,0.0175581574764373,0.2787271089789754,6.601349925994873,6.251749954223633,6.629475797018983,6.517274978427715,53.12565041017027,0.1122008185912672,1,-0.0106991612381186,6.83642651689237,6.366273335097375,6.601349925994873,7.122076349014922,0.0169985721989127,0,0,1,0.07384589743080183,2,-1,2
2010-04-06,6.777999877929688,6.800000190734863,6.559000015258789,6.561500072479248,159006000.0,0.0309528924494149,1.012397267235277,0.018240138453208,0.2895532213594483,6.614974927902222,6.265879955291748,6.652325655620629,6.536587933946381,60.925024150487175,0.1157377216742485,1,-0.0057298065241099,6.857713540772996,6.372236315031448,6.614974927902222,7.339063730896179,0.0181938512737585,1,0,1,0.03393331708700731,1,-1,2
