Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2010-01-04,0.4237837791442871,0.42676333244168724,0.4150743261681626,0.4242421656541217,800204000
2010-01-05,0.4299721121788025,0.434556032129923,0.42217943186850676,0.42217943186850676,728648000
2010-01-06,0.4327224791049957,0.43363925220955474,0.42561739191654574,0.42974292553169996,649168000
2010-01-07,0.42424219846725464,0.4322640859602409,0.4210334653279153,0.43043051245676744,547792000
2010-01-08,0.4251590073108673,0.42813856089780505,0.4182831270282354,0.4208042667384754,478168000
2010-01-11,0.4191998243331909,0.42928446331750664,0.4132407182368991,0.4274508901092388,556612000
2010-01-12,0.40498974919319153,0.4146160040052628,0.3962802948653905,0.41301163731069124,627432000
2010-01-13,0.4104904532432556,0.4118656402519218,0.39192556523786215,0.4077401065482432,508868000
2010-01-14,0.40407297015190125,0.40842768359127923,0.397197089570365,0.4054481571971367,608524000
2010-01-15,0.39215460419654846,0.40453120086824546,0.38688309231725027,0.40109326190204797,818192000
2010-01-19,0.39948901534080505,0.40201015494339953,0.3880291880367344,0.38917516803490965,545328000
2010-01-20,0.3978845477104187,0.39948894126823475,0.38917509587471527,0.39444660835335,719728000
2010-01-21,0.3907795548439026,0.4047605214984712,0.38711240798693836,0.39765543470897213,608632000
2010-01-22,0.37725698947906494,0.3933007097920658,0.3749650294343505,0.38619562272452357,1067916000
2010-01-25,0.38367441296577454,0.3910086783043188,0.3806948599875902,0.383445206074255,643676000
2010-01-26,0.3715270161628723,0.3843620008132393,0.3712978092746354,0.3818408343318878,714636000
2010-01-27,0.3816116154193878,0.38298680206085095,0.3671722649732752,0.37129779757535203,812504000
2010-01-28,0.3687765598297119,0.3859662802332175,0.3635050484870163,0.3845910938577987,687764000
2010-01-29,0.35273298621177673,0.3770277729995475,0.3472322658503458,0.3729022395590538,774700000
2010-02-01,0.379778116941452,0.3804657103972538,0.35112858998004365,0.35410814340697266,949832000
2010-02-02,0.38367441296577454,0.3884875391091735,0.3772569205486806,0.3784029003616505,849812000
2010-02-03,0.3868831694126129,0.3884875631077322,0.37840292373723733,0.38023649701571965,562296000
2010-02-04,0.36442193388938904,0.38344520415387867,0.3602964011188963,0.38344520415387867,783480000
2010-02-05,0.37175625562667847,0.3726730560050286,0.3575460820019545,0.36396360268345135,604856000
2010-02-08,0.37106868624687195,0.3800073470735189,0.3637344193558445,0.3706102996891177,445160000
